   I        Q 
1.433856e+01        0 
1.571669e+01        0 
4.103236e+00        0 
1.142708e+01        0 
2.429032e+01        0 
2.739941e+01        0 
1.854905e+01        0 
1.657184e+01        0 
1.893141e+01        0 
1.524601e+01        0 
1.736243e+01        0 
1.634820e+01        0 
2.624566e+01        0 
2.266467e+01        0 
1.935690e+01        0 
2.689684e+01        0 
3.833589e+01        0 
1.869408e+01        0 
2.674842e+01        0 
9.053768e+00        0 
1.045540e+01        0 
1.187078e+00        0 
2.274216e+01        0 
2.188225e+01        0 
6.294941e+00        0 
2.693019e+01        0 
2.822352e+01        0 
4.908302e+00        0 
6.536159e+00        0 
2.021415e+01        0 
4.938615e+00        0 
2.405647e+01        0 
7.930375e+00        0 
1.627811e+01        0 
1.425891e+01        0 
1.661986e+01        0 
1.684921e+01        0 
2.370761e+01        0 
3.817298e+00        0 
2.103744e+01        0 
2.375833e+01        0 
5.629891e+00        0 
2.259691e+01        0 
1.310095e+01        0 
2.114434e+01        0 
1.909259e+01        0 
4.298441e+00        0 
7.253623e+00        0 
2.143943e+01        0 
2.868876e+01        0 
2.031285e+01        0 
9.906062e+00        0 
1.827882e+01        0 
4.013463e+01        0 
2.327203e+01        0 
1.340504e+01        0 
1.013766e+01        0 
1.405191e+01        0 
2.979474e+01        0 
2.141210e+01        0 
6.500148e+00        0 
1.945709e+01        0 
7.949998e+00        0 
4.538599e-01        0 
1.999482e+01        0 
2.677874e+01        0 
1.994159e+01        0 
2.571494e+01        0 
3.029590e+01        0 
7.865471e+00        0 
9.670513e+00        0 
7.229905e+00        0 
5.406685e+00        0 
1.166954e+01        0 
6.740677e+00        0 
1.501504e+01        0 
9.750705e+00        0 
1.643457e+01        0 
1.353059e+01        0 
1.514721e+01        0 
1.477245e+01        0 
1.508836e+01        0 
1.795654e+01        0 
7.272348e+00        0 
1.426056e+01        0 
6.063718e+00        0 
1.587093e+01        0 
4.346094e+01        0 
4.053645e+01        0 
2.566027e+01        0 
2.860267e+01        0 
3.094537e+01        0 
1.707793e+01        0 
9.037680e+00        0 
1.567893e+01        0 
2.586434e+01        0 
3.149086e+01        0 
6.254488e+00        0 
1.820980e+01        0 
9.198398e+00        0 
7.052997e+00        0 
7.000655e+00        0 
2.087113e+01        0 
1.384864e+01        0 
9.679714e+00        0 
1.625709e+01        0 
1.583689e+01        0 
1.484638e+01        0 
1.341180e+01        0 
2.555448e+01        0 
1.976480e+01        0 
9.448818e+00        0 
3.190397e+01        0 
3.945350e+01        0 
1.890752e+01        0 
2.953131e+01        0 
1.804013e+01        0 
3.965210e+01        0 
8.629666e+00        0 
3.102420e+01        0 
2.223859e+01        0 
2.054312e+01        0 
2.466800e+01        0 
1.984108e+01        0 
2.619940e+01        0 
2.638984e+01        0 
1.757678e+01        0 
1.355060e+01        0 
1.333708e+01        0 
1.185164e+01        0 
2.178730e+01        0 
1.451433e+01        0 
1.234989e+01        0 
2.173141e+01        0 
3.496346e+01        0 
2.622889e+01        0 
8.925790e+00        0 
2.281391e+01        0 
3.481862e+01        0 
2.073139e+01        0 
1.567251e+01        0 
3.647549e+00        0 
8.226583e+00        0 
1.550158e+01        0 
8.930479e+00        0 
1.041538e+00        0 
1.236427e+01        0 
3.196605e+01        0 
2.551721e+01        0 
6.823515e+00        0 
1.893217e+01        0 
2.145943e+00        0 
8.590189e+00        0 
